Date,Equal_Weight_Equity,MVP_Equity,Risk_Parity_Equity,LSTM_Equity,Equal_Weight_Returns,MVP_Returns,Risk_Parity_Returns,LSTM_Returns
2023-01-31,1.0084845183507123,1.0084845183507123,1.0084845183507123,1.0,0.008484518350712341,0.008484518350712341,0.008484518350712341,0.0
2023-02-01,1.0426779675520563,1.0426779675520563,1.0426779675520563,1.0,0.03390577503089921,0.03390577503089921,0.03390577503089921,0.0
2023-02-02,1.0289961569677097,1.0289961569677097,1.0289961569677097,1.0,-0.01312179887762276,-0.01312179887762276,-0.01312179887762276,0.0
2023-02-03,1.0389542545723185,1.0389542545723185,1.0389542545723185,1.0,0.009677487653553148,0.009677487653553148,0.009677487653553148,0.0
2023-02-04,1.032562361424402,1.032562361424402,1.032562361424402,1.0,-0.006152237328820356,-0.006152237328820356,-0.006152237328820356,0.0
2023-02-05,1.0077080611051263,1.0077080611051263,1.0077080611051263,1.0,-0.024070507746369516,-0.024070507746369516,-0.024070507746369516,0.0
2023-02-06,0.9902032835031858,0.9902032835031858,0.9902032835031858,1.0,-0.017370881783701872,-0.017370881783701872,-0.017370881783701872,0.0
2023-02-07,1.0250056121025402,1.0250056121025402,1.0250056121025402,1.0,0.035146650368830516,0.035146650368830516,0.035146650368830516,0.0
2023-02-08,1.0061111028428684,1.0061111028428684,1.0061111028428684,1.0,-0.01843356664254188,-0.01843356664254188,-0.01843356664254188,0.0
2023-02-09,0.9252608200188212,0.9252608200188212,0.9252608200188212,1.0,-0.08035919949158363,-0.08035919949158363,-0.08035919949158363,0.0
2023-02-10,0.9116229856344074,0.9116229856344074,0.9116229856344074,1.0,-0.014739448693111624,-0.014739448693111624,-0.014739448693111624,0.0
2023-02-11,0.9300631899682944,0.9300631899682944,0.9300631899682944,1.0,0.020227884360610352,0.020227884360610352,0.020227884360610352,0.0
2023-02-12,0.93350552583344,0.93350552583344,0.93350552583344,1.0,0.003701184932674249,0.003701184932674249,0.003701184932674249,0.0
2023-02-13,0.921866691258336,0.921866691258336,0.921866691258336,1.0,-0.01246787967828348,-0.01246787967828348,-0.01246787967828348,0.0
2023-02-14,0.9525261924353536,0.9525261924353536,0.9525261924353536,1.0,0.03325806373931128,0.03325806373931128,0.03325806373931128,0.0
2023-02-15,1.0326349915888091,1.0326349915888091,1.0326349915888091,1.0,0.08410141347256685,0.08410141347256685,0.08410141347256685,0.0
2023-02-16,0.9919722396096332,0.9919722396096332,0.9919722396096332,1.0,-0.039377662301189664,-0.039377662301189664,-0.039377662301189664,0.0
2023-02-17,1.0285712386662096,1.0285712386662096,1.0285712386662096,1.0,0.03689518475938299,0.03689518475938299,0.03689518475938299,0.0
2023-02-18,1.0336099041347708,1.0336099041347708,1.0336099041347708,1.0,0.00489870344332698,0.00489870344332698,0.00489870344332698,0.0
2023-02-19,1.046506084311941,1.046506084311941,1.046506084311941,1.0029486560836474,0.01247683495057596,0.01247683495057596,0.01247683495057596,0.0029486560836473816
2023-02-20,1.076338702593201,1.076338702593201,1.076338702593201,1.0274811805253365,0.028506875142416847,0.028506875142416847,0.028506875142416847,0.024460399136965544
2023-02-21,1.043780996684908,1.043780996684908,1.043780996684908,1.0012338439015331,-0.03024856936747907,-0.03024856936747907,-0.03024856936747907,-0.02554532104459907
2023-02-22,1.0262510495910488,1.0262510495910488,1.0262510495910488,0.9872081308780283,-0.01679466013419971,-0.01679466013419971,-0.01679466013419971,-0.014008428809048784
2023-02-23,1.0204573388042855,1.0204573388042855,1.0204573388042855,0.9813491243798691,-0.005645510218062415,-0.005645510218062415,-0.005645510218062415,-0.005934925285662053
2023-02-24,0.9884458482327649,0.9884458482327649,0.9884458482327649,0.9509451246158743,-0.03136974898826227,-0.03136974898826227,-0.03136974898826227,-0.030981838174266023
2023-02-25,0.9776959085932435,0.9776959085932435,0.9776959085932435,0.9436902914365535,-0.01087559794878096,-0.01087559794878096,-0.01087559794878096,-0.007629076580261615
2023-02-26,1.0027567790881122,1.0027567790881122,1.0027567790881122,0.9655287593634944,0.02563258194557401,0.02563258194557401,0.02563258194557401,0.023141562571017564
2023-02-27,0.9926888150965314,0.9926888150965314,0.9926888150965314,0.9588828294432413,-0.010040285143458718,-0.010040285143458718,-0.010040285143458718,-0.00688320244819447
2023-02-28,0.9700403252209127,0.9700403252209127,0.9700403252209127,0.9394643879349112,-0.02281529672862929,-0.02281529672862929,-0.02281529672862929,-0.02025110984582458
2023-03-01,0.9969123569927991,0.9969123569927991,0.9969123569927991,0.9643800417846409,0.02770197390068991,0.02770197390068991,0.02770197390068991,0.026521126473456058
2023-03-02,0.9834732353157793,0.9834732353157793,0.9834732353157793,0.9535574955867108,-0.013480745406305346,-0.013480745406305346,-0.013480745406305346,-0.011222283466072612
2023-03-03,0.9427703442364987,0.9427703442364987,0.9427703442364987,0.913555221735007,-0.04138688234480673,-0.04138688234480673,-0.04138688234480673,-0.04195056306184343
2023-03-04,0.9357728622357525,0.9357728622357525,0.9357728622357525,0.9090865589997867,-0.00742225510541821,-0.00742225510541821,-0.00742225510541821,-0.0048915080653071565
2023-03-05,0.9366028519361989,0.9366028519361989,0.9366028519361989,0.9100753277748053,0.0008869563693728979,0.0008869563693728979,0.0008869563693728979,0.0010876508570387374
2023-03-06,0.9319515473343356,0.9319515473343356,0.9319515473343356,0.907103424677205,-0.004966143966194173,-0.004966143966194173,-0.004966143966194173,-0.0032655572642177415
2023-03-07,0.9220126284958681,0.9220126284958681,0.9220126284958681,0.8987123051247933,-0.010664630438026367,-0.010664630438026367,-0.010664630438026367,-0.009250455156640662
2023-03-08,0.8804550430126368,0.8804550430126368,0.8804550430126368,0.8688604074942164,-0.04507268577332457,-0.04507268577332457,-0.04507268577332457,-0.03321630009998768
2023-03-09,0.8244074455583609,0.8244074455583609,0.8244074455583609,0.8300379897933455,-0.06365753470216812,-0.06365753470216812,-0.06365753470216812,-0.044681996516373
2023-03-10,0.8346692686324703,0.8346692686324703,0.8346692686324703,0.834351803628186,0.012447513822681677,0.012447513822681677,0.012447513822681677,0.0051971281891740615
2023-03-11,0.8506835523549028,0.8506835523549028,0.8506835523549028,0.8498623912054998,0.019186382348388556,0.019186382348388556,0.019186382348388556,0.018589985075678914
2023-03-12,0.9215774202181706,0.9215774202181706,0.9215774202181706,0.9141930502479554,0.08333753211404626,0.08333753211404626,0.08333753211404626,0.07569538281509869
2023-03-13,0.9673151832078699,0.9673151832078699,0.9673151832078699,0.9657094976841397,0.049629865040390825,0.049629865040390825,0.049629865040390825,0.056351825713629754
2023-03-14,0.9866715157949967,0.9866715157949967,0.9866715157949967,0.9843623429742089,0.02001036779236331,0.02001036779236331,0.02001036779236331,0.01931517224879781
2023-03-15,0.9456600680313808,0.9456600680313808,0.9456600680313808,0.9496697637293723,-0.04156545223723365,-0.04156545223723365,-0.04156545223723365,-0.03524370826703351
2023-03-16,0.9653735346853001,0.9653735346853001,0.9653735346853001,0.9689773384445867,0.02084625048719434,0.02084625048719434,0.02084625048719434,0.020330830202904614
2023-03-17,1.0454257704275625,1.0454257704275625,1.0454257704275625,1.0476053485397596,0.08292358643160695,0.08292358643160695,0.08292358643160695,0.08114535497949585
2023-03-18,1.026460986024454,1.026460986024454,1.026460986024454,1.0289273297328039,-0.018140727863779536,-0.018140727863779536,-0.018140727863779536,-0.017829251094403847
2023-03-19,1.055657517541648,1.055657517541648,1.055657517541648,1.0573504134552318,0.028443878447123386,0.028443878447123386,0.028443878447123386,0.027623995301795642
2023-03-20,1.046548154770874,1.046548154770874,1.046548154770874,1.0447762555693663,-0.008629089093200912,-0.008629089093200912,-0.008629089093200912,-0.011892138808340183
2023-03-21,1.072599035775155,1.072599035775155,1.072599035775155,1.0714267368139256,0.024892195247321766,0.024892195247321766,0.024892195247321766,0.025508314438133783
2023-03-22,1.0290224507895198,1.0290224507895198,1.0290224507895198,1.0298562046976854,-0.04062709692270313,-0.04062709692270313,-0.04062709692270313,-0.03879922974468363
2023-03-23,1.0684314209229702,1.0684314209229702,1.0684314209229702,1.0699084597359265,0.03829748330875947,0.03829748330875947,0.03829748330875947,0.0388911139783817
2023-03-24,1.019307948997899,1.019307948997899,1.019307948997899,1.0252788590853705,-0.045977187644515125,-0.045977187644515125,-0.045977187644515125,-0.04171347580667916
2023-03-25,1.0138790171868388,1.0138790171868388,1.0138790171868388,1.0209371167363186,-0.00532609582452225,-0.00532609582452225,-0.00532609582452225,-0.00423469411329238
2023-03-26,1.0347246472733629,1.0347246472733629,1.0347246472733629,1.0410607340330773,0.020560273694551295,0.020560273694551295,0.020560273694551295,0.019710927310674177
2023-03-27,0.9943548638465279,0.9943548638465279,0.9943548638465279,1.0028000504089385,-0.039015001269385716,-0.039015001269385716,-0.039015001269385716,-0.03675163453328665
2023-03-28,1.0158231927503893,1.0158231927503893,1.0158231927503893,1.0221956531143148,0.021590208570825595,0.021590208570825595,0.021590208570825595,0.019341445682483624
2023-03-29,1.043255293665538,1.043255293665538,1.043255293665538,1.0505015625324348,0.027004798778884835,0.027004798778884835,0.027004798778884835,0.02769128329970941
2023-03-30,1.0299636223502437,1.0299636223502437,1.0299636223502437,1.0390539133039955,-0.012740574043571904,-0.012740574043571904,-0.012740574043571904,-0.010897317659235599
2023-03-31,1.0511281360069207,1.0511281360069207,1.0511281360069207,1.058785814216427,0.02054879725594788,0.02054879725594788,0.02054879725594788,0.01899025705960493
