Date,BTC,ETH,SOL
2023-01-31,,,
2023-02-01,,,
2023-02-02,,,
2023-02-03,,,
2023-02-04,,,
2023-02-05,,,
2023-02-06,,,
2023-02-07,,,
2023-02-08,,,
2023-02-09,,,
2023-02-10,,,
2023-02-11,,,
2023-02-12,,,
2023-02-13,,,
2023-02-14,,,
2023-02-15,,,
2023-02-16,,,
2023-02-17,,,
2023-02-18,,,
2023-02-19,0.5021079846185511,0.2989291708950742,0.19896284448637466
2023-02-20,0.5020768539081547,0.2988363056682511,0.1990868404235943
2023-02-21,0.5021484897904247,0.2988560812673815,0.19899542894219374
2023-02-22,0.5021639049300244,0.29882773742822977,0.19900835764174582
2023-02-23,0.50216505625422,0.2988526661847053,0.19898227756107484
2023-02-24,0.502142952651967,0.2988580368261284,0.19899901052190463
2023-02-25,0.5021558354561748,0.2988525924418487,0.19899157210197657
2023-02-26,0.502130042917611,0.2988247478682784,0.19904520921411054
2023-02-27,0.5021635850426877,0.29885801980590027,0.19897839515141208
2023-02-28,0.5021661237376759,0.2988585598504501,0.19897531641187394
2023-03-01,0.5020901848301661,0.2988187336903169,0.19909108147951698
2023-03-02,0.5020832825951899,0.29886253181190986,0.19905418559290025
2023-03-03,0.48632987861574545,0.3074299778492699,0.20624014353498465
2023-03-04,0.4596149521242913,0.3228493426701844,0.21753570520552437
2023-03-05,0.4345435319593514,0.3364215777218787,0.22903489031876986
2023-03-06,0.4151287757010769,0.3462714117531139,0.2385998125458092
2023-03-07,0.4001048938514762,0.3532315486519142,0.24666355749660948
2023-03-08,0.39101360830552645,0.3580115182220329,0.2509748734724406
2023-03-09,0.3866096120705736,0.3613475097508107,0.2520428781786157
2023-03-10,0.38084206106005297,0.3686929766444993,0.2504649622954478
2023-03-11,0.3799934757596344,0.3767562302940436,0.24325029394632203
2023-03-12,0.38098379817033995,0.38296119241450266,0.23605500941515747
2023-03-13,0.3826987862542482,0.38844898551540735,0.2288522282303445
2023-03-14,0.38079306670746377,0.3936051252066989,0.22560180808583719
2023-03-15,0.3766844555223637,0.39814709038194507,0.22516845409569128
2023-03-16,0.37061269478609626,0.4023962982093971,0.22699100700450667
2023-03-17,0.3699449157549874,0.40110029702803507,0.2289547872169776
2023-03-18,0.37620600832527196,0.39528097148288327,0.22851302019184475
2023-03-19,0.38109193239781536,0.3904512623178035,0.22845680528438114
2023-03-20,0.38724397122667886,0.3835778559397322,0.22917817283358896
2023-03-21,0.3927925033380202,0.3785195168155654,0.2286879798464144
2023-03-22,0.40017966181479875,0.3716843602078698,0.2281359779773314
2023-03-23,0.40316500558421686,0.3688738305446124,0.2279611638711707
2023-03-24,0.4088103320935812,0.3651314574418731,0.22605821046454574
2023-03-25,0.4143956193297734,0.36124067603842885,0.22436370463179778
2023-03-26,0.4219815064588529,0.3558639311042295,0.22215456243691764
2023-03-27,0.43249566669959616,0.34779766162224257,0.21970667167816121
2023-03-28,0.43572096382948033,0.34387771059726385,0.22040132557325587
2023-03-29,0.4377128411207844,0.3408121420624898,0.22147501681672577
2023-03-30,0.4394595138652803,0.3399433484149488,0.22059713771977094
2023-03-31,0.4390272199563454,0.33942385570623773,0.22154892433741694
2023-04-01,0.43789444399364036,0.3382888540248209,0.22381670198153872
2023-04-02,0.4355877999366411,0.3377183582414064,0.22669384182195243
2023-04-03,0.4309826259142234,0.3387051555820644,0.23031221850371214
2023-04-04,0.4264795852577983,0.339548723857467,0.23397169088473468
2023-04-05,0.42354498526245443,0.3401256042878206,0.236329410449725
2023-04-06,0.42468146028143217,0.33965243277775925,0.2356661069408086
2023-04-07,0.4241545027607348,0.3404170056148793,0.23542849162438592
2023-04-08,0.42573049904888527,0.33985956227522773,0.23440993867588708
2023-04-09,0.4284134868369532,0.338398463076157,0.2331880500868899
2023-04-10,0.43060710436699035,0.33616455052086713,0.23322834511214252
2023-04-11,0.43503083451071933,0.33389149673267987,0.23107766875660085
2023-04-12,0.4418024057006439,0.3326265817143988,0.2255710125849572
2023-04-13,0.4488983410446734,0.33061078965353097,0.22049086930179554
2023-04-14,0.4588757345621413,0.3254711348843684,0.21565313055349025
2023-04-15,0.4686319486456446,0.3188125596617066,0.21255549169264884
